,title,artist,rank,total_swear,percent_swear
8607,My Eyes,Travis Scott,19,8,0.02572347266881029
8608,My Fallen Angel,Coro,57,0,0.0
8609,My Favorite Girl,Dave Hollister,39,5,0.03125
8610,My Favorite Mistake,Sheryl Crow,20,0,0.0
8611,My First Kiss,3OH!3 Featuring Ke$ha,9,0,0.0
8612,My First Love,Avant Featuring KeKe Wyatt,26,0,0.0
8613,My First Night With You,Mya,28,0,0.0
8614,My First Night Without You,Cyndi Lauper,62,0,0.0
8615,My Friends Over You,New Found Glory,89,0,0.0
8616,My Front Porch Looking In,Lonestar,23,0,0.0
8617,My Future,Billie Eilish,6,0,0.0
8618,My Girl,Donnie Iris,25,0,0.0
8619,My Girl,Dylan Scott,39,0,0.0
8620,"My Girl (Gone, Gone, Gone)",Chilliwack,22,0,0.0
8621,My Give A Damn's Busted,Jo Dee Messina,63,6,0.048
8622,My Guy,Sister Sledge,23,0,0.0
8623,My Guy/My Girl,Amii Stewart & Johnny Bristol,63,0,0.0
8624,My Happy Ending,Avril Lavigne,9,2,0.009900990099009901
8625,My Head And My Heart,Ava Max,45,0,0.0
8626,My Heart Belongs To You,Russ Irwin,30,0,0.0
8627,My Heart Can't Tell You No,Rod Stewart,5,5,0.034482758620689655
8628,My Heart Is Failing Me,Riff,27,0,0.0
8629,My Heart Is Lost To You,Brooks & Dunn,48,0,0.0
8630,My Heart Skips A Beat,The Cover Girls,39,0,0.0
8631,My Heart Will Go On,Deja Vu,58,0,0.0
8632,My Heroes Have Always Been Cowboys,Willie Nelson,44,0,0.0
8633,My Hitta,YG Featuring Jeezy & Rich Homie Quan,19,11,0.031791907514450865
8634,My Hometown,Bruce Springsteen,6,0,0.0
8635,My Homies Still,Lil Wayne Featuring Big Sean,74,19,0.04387990762124711
8636,My House,Beyonce,57,25,0.07374631268436578
8637,My House,Flo Rida,4,0,0.0
8638,My Humps,The Black Eyed Peas,3,5,0.014705882352941176
8639,My Immortal,Evanescence,8,0,0.0
8640,My Kind Of Lady,Supertramp Featuring Rick Davies,31,0,0.0
8641,My Kinda Girl,Babyface,31,0,0.0
8642,My Kinda Lover,Billy Squier,46,0,0.0
8643,My Kinda Party,Jason Aldean,43,1,0.005813953488372093
8644,My Last,Big Sean Featuring Chris Brown,34,16,0.03547671840354767
8645,My Life,The Game Featuring Lil Wayne,21,20,0.05141388174807198
8646,My Life Would Suck Without You,Kelly Clarkson,1,0,0.0
8647,My List,Toby Keith,29,1,0.005952380952380952
8648,My Little Girl,Tim McGraw,36,0,0.0
8649,My Little Love,Adele,23,0,0.0
8650,My Little Secret,Xscape,9,0,0.0
8651,My Love,Justin Timberlake Featuring T.I.,1,0,0.0
8652,My Love,Lionel Richie,5,0,0.0
8653,My Love,Little Texas,83,0,0.0
8654,My Love Goes On And On,Chris Cagle,76,1,0.008620689655172414
8655,My Love Is A Fire,Donny Osmond,23,0,0.0
8656,My Love Is For Real,Paula Abdul,28,0,0.0
8657,My Love Is Like... Wo,Mya,13,6,0.023529411764705882
8658,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,5,0,0.0
8659,My Love Is Your Love,Whitney Houston,4,0,0.0
8660,My Love Mine All Mine,Mitski,26,0,0.0
8661,My Lovin' (You're Never Gonna Get It),En Vogue,2,0,0.0
8662,My Man,Glee Cast,94,0,0.0
8663,My Maria,Brooks & Dunn,79,0,0.0
8664,My Mind & Me,Selena Gomez,83,0,0.0
8665,My Mistake,The Kingbees,81,0,0.0
8666,My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",94,11,0.03691275167785235
8667,My Mother's Eyes,Bette Midler,39,0,0.0
8668,My Name Is,Eminem,36,9,0.02195121951219512
8669,My Name Is Not Susan,Whitney Houston,20,1,0.005405405405405406
8670,My Name Is Prince,Prince And The New Power Generation,43,8,0.018691588785046728
8671,"My Neck, My Back",Khia Featuring DSD,47,6,0.02197802197802198
8672,My Next Thirty Years,Tim McGraw,27,0,0.0
8673,My Obsession,Icehouse,88,0,0.0
8674,My Oh My,Camila Cabello Featuring DaBaby,12,0,0.0
8675,My Old Friend,Tim McGraw,80,0,0.0
8676,My Old Man,Zac Brown Band,88,0,0.0
8677,My One Temptation,Mica Paris,97,0,0.0
8678,My Own Worst Enemy,Lit,51,0,0.0
8679,My PYT,Wale,54,10,0.03257328990228013
8680,My Paradise,The Outfield,72,0,0.0
8681,My Place,Nelly Featuring Jaheim,4,2,0.005747126436781609
8682,My Prerogative,Bobby Brown,1,1,0.0049261083743842365
8683,My President,Young Jeezy Featuring Nas,54,19,0.03551401869158879
8684,My Projects,Coo Coo Cal,81,1,0.002785515320334262
8685,My Sacrifice,Creed,4,5,0.05952380952380952
8686,My Sh*t,A Boogie Wit da Hoodie,90,15,0.09259259259259259
8687,My Side Of The Bed,Susanna Hoffs,30,0,0.0
8688,My Sister,Reba McEntire,96,0,0.0
8689,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,13,0,0.0
8690,My Story,R. Kelly Featuring 2 Chainz,89,5,0.017543859649122806
8691,My Strange Addiction,Billie Eilish,43,0,0.0
8692,My Tears Ricochet,Taylor Swift,69,1,0.008
8693,My Town,Montgomery Gentry,42,0,0.0
8694,My Truck,BRELAND,92,0,0.0
8695,My Type,Saweetie,22,20,0.07142857142857142
8696,My Universe,Coldplay x BTS,1,0,0.0
8697,My Up And Down,Adina Howard,68,0,0.0
8698,My Way,Calvin Harris,27,0,0.0
8699,My Way,Fetty Wap Featuring Monty,7,21,0.08502024291497975
8700,My Way,Limp Bizkit,75,2,0.006688963210702341
8701,My Way,Usher,2,1,0.003968253968253968
8702,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,35,13,0.040880503144654086
8703,My Wish,Rascal Flatts,28,0,0.0
8704,"My, My, My",Johnny Gill,12,1,0.005714285714285714
8705,"My, Oh My",Slade,37,0,0.0
8706,"My, Oh My",The Wreckers,90,0,0.0
8707,Myron,Lil Uzi Vert,13,19,0.04439252336448598
8708,Mysterious Ways,U2,9,0,0.0
8709,Mystery Lady,Billy Ocean,24,0,0.0
8710,N 2 Deep,Drake Featuring Future,33,17,0.058419243986254296
8711,N 2 Gether Now,Limp Bizkit Featuring Method Man,78,26,0.05726872246696035
8712,N Dey Say,Nelly,65,3,0.008356545961002786
8713,N95,Kendrick Lamar,20,20,0.050761421319796954
8714,NASA,Ariana Grande,46,0,0.0
8715,NAStradamus,Nas,92,4,0.011695906432748537
8716,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,77,27,0.07584269662921349
8717,NC-17,Travis Scott,41,9,0.039647577092511016
8718,NDA,Billie Eilish,59,0,0.0
8719,Na Na,Trey Songz,25,1,0.0021231422505307855
8720,Naggin,Ying Yang Twins,87,27,0.0665024630541872
8721,Nail It To The Wall,Stacy Lattisaw,53,0,0.0
8722,Nail Tech,Jack Harlow,40,9,0.0313588850174216
8723,Nakamura,Lil Uzi Vert,71,1,0.0036231884057971015
8724,Naked,Marques Houston,47,1,0.004524886877828055
8725,Naked Eye,Luscious Jackson,36,0,0.0
8726,Name,Goo Goo Dolls,6,0,0.0
8727,Nann,Trick Daddy Featuring Trina,62,39,0.11538461538461539
8728,Nappy Heads,Fugees,49,1,0.0019646365422396855
8729,Narcos,Migos,50,0,0.0
8730,Nas Is Like,Nas,86,1,0.0022988505747126436
8731,Nasty,Janet Jackson,3,0,0.0
8732,Nasty Freestyle,T-Wayne,9,7,0.03804347826086957
8733,Nasty Girl,Nitty,87,1,0.002840909090909091
8734,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",46,4,0.008333333333333333
8735,Nasty Girl / On Camera,Gunna,78,13,0.027426160337552744
8736,Natural,Imagine Dragons,13,0,0.0
8737,"Natural One (From ""Kids"")",Folk Implosion,29,0,0.0
8738,Naturally,Selena Gomez & The Scene,29,0,0.0
8739,Nature Of Love,Waterfront,75,0,0.0
8740,Naughty Girl,Beyonce,3,0,0.0
8741,Naughty Girls (Need Love Too),Samantha Fox,3,0,0.0
8742,Naughty Naughty,John Parr,24,0,0.0
8743,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams,76,2,0.007518796992481203
8744,Need A Boss,Shareefa Featuring Ludacris,62,0,0.0
8745,Need A Favor,Jelly Roll,14,8,0.053691275167785234
8746,Need A Little Taste Of Love,The Doobie Brothers,48,0,0.0
8747,Need It,Migos Featuring YoungBoy Never Broke Again,62,17,0.03556485355648536
8748,Need Me,J.I The Prince Of N.Y,95,7,0.03398058252427184
8749,Need To Know,Doja Cat,9,11,0.033950617283950615
8750,Need U Bad,Jazmine Sullivan,38,0,0.0
8751,Need You Now,Glee Cast,62,0,0.0
8752,Need You Now,Lady Antebellum,2,0,0.0
8753,Need You Tonight,INXS,1,0,0.0
8754,Need Your Loving Tonight,Queen,44,0,0.0
8755,Needed Me,Rihanna,7,12,0.08450704225352113
8756,Needle,Nicki Minaj Featuring Drake,65,4,0.011940298507462687
8757,Needy,Ariana Grande,48,4,0.034482758620689655
8758,Negative Energy,Trippie Redd Featuring Kodie Shane,89,24,0.06997084548104957
8759,Neighbors,J. Cole,54,9,0.03260869565217391
8760,Neighbors,Pooh Shiesty Featuring BIG30,75,10,0.024691358024691357
8761,Neighbors Know My Name,Trey Songz,46,1,0.004347826086956522
8762,Neon,Chris Young,92,0,0.0
8763,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,79,10,0.02304147465437788
8764,Neon Light,Blake Shelton,43,2,0.012738853503184714
8765,Neon Lights,Demi Lovato,36,0,0.0
8766,Neon Moonlight,Rosco Martinez,57,0,0.0
8767,Neon Star (Country Boy Lullaby),Morgan Wallen,73,1,0.004629629629629629
8768,Neutron Dance,The Pointer Sisters,6,0,0.0
8769,Neutron Star Collision (Love Is Forever),Muse,77,0,0.0
8770,Neva End,Future,52,2,0.007142857142857143
8771,Neva Eva,Trillville,77,31,0.06512605042016807
8772,Nevada,YoungBoy Never Broke Again,58,4,0.02857142857142857
8773,Never,Amanda Perez,79,0,0.0
8774,Never,Heart,4,0,0.0
8775,Never,Jaheim,77,0,0.0
8776,Never (Past Tense),The Roc Project Featuring Tina Arena,97,0,0.0
8777,Never 2 Much Of U,Dino,61,0,0.0
8778,Never A Time,Genesis,21,0,0.0
8779,Never Again,Kelly Clarkson,8,0,0.0
8780,Never Alone (Eeyore's Lullaby),Tyler Collins,74,0,0.0
8781,Never As Good As The First Time,Sade,22,0,0.0
8782,Never Be Like You,Flume Featuring Kai,20,6,0.03260869565217391
8783,Never Be The Same,Camila Cabello,6,0,0.0
8784,Never Be The Same,Christopher Cross,15,0,0.0
8785,Never Been In Love,Randy Meisner,28,0,0.0
8786,Never Been Kissed,Sherrie Austin,90,0,0.0
8787,Never Can Say Goodbye,The Communards,53,0,0.0
8788,Never Die Young,James Taylor,80,0,0.0
8789,Never Enough,Loren Allred,96,0,0.0
8790,Never Enough,Patty Smyth,61,0,0.0
8791,Never Enough,The Cure,72,0,0.0
8792,Never Ever,All Saints,5,0,0.0
8793,Never Felt So Alone,Labrinth,85,1,0.006535947712418301
8794,Never Find Someone Like You,Keith Martin,53,0,0.0
8795,Never Forget You,Zara Larsson & MNEK,13,0,0.0
8796,Never Get Over Me,Rod Wave,48,1,0.0078125
8797,Never Give Up,Sammy Hagar,46,0,0.0
8798,Never Give Up On A Good Thing,George Benson,54,0,0.0
8799,Never Going Back Again,Glee Cast,81,0,0.0
8800,Never Gonna Be Alone,Nickelback,60,0,0.0
8801,Never Gonna Give You Up,Rick Astley,1,0,0.0
8802,Never Gonna Leave This Bed,Maroon 5,56,0,0.0
8803,Never Gonna Let You Down,Surface,19,0,0.0
8804,Never Gonna Let You Go,Faith Evans,17,0,0.0
8805,Never Gonna Let You Go,Sergio Mendes,4,0,0.0
8806,Never Gonna Not Dance Again,P!nk,99,1,0.004
8807,Never Had A Dream Come True,S Club 7,10,0,0.0
8808,Never Had A Lot To Lose,Cheap Trick,76,0,0.0
8809,Never Hating,Lil Baby & Young Thug,67,11,0.03793103448275862
8810,Never Keeping Secrets,Babyface,17,1,0.008333333333333333
8811,Never Knew Love Like This Before,Stephanie Mills,6,0,0.0
8812,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,33,2,0.00510204081632653
8813,Never Left,Lil Tecca,56,7,0.017948717948717947
8814,Never Let Me Down,David Bowie,27,0,0.0
8815,Never Let Me Down Again,Depeche Mode,63,0,0.0
8816,Never Let You Go,Justin Bieber,94,0,0.0
8817,Never Let You Go,Sweet Sensation,59,0,0.0
8818,Never Let You Go,Third Eye Blind,16,0,0.0
8819,Never Lie,Immature,5,0,0.0
8820,Never Lose Me,Flo Milli,84,12,0.06153846153846154
8821,Never Make A Promise,Dru Hill,8,0,0.0
8822,Never Really Over,Katy Perry,27,0,0.0
8823,Never Say Die (Give A Little Bit More),Cliff Richard,73,0,0.0
8824,Never Say Never,Cole Swindell / Lainey Wilson,27,3,0.017341040462427744
8825,Never Say Never,Justin Bieber Featuring Jaden Smith,23,0,0.0
8826,Never Say Never,The Fray,32,0,0.0
8827,Never Scared,Bone Crusher Featuring Killer Mike & T.I.,26,35,0.07337526205450734
8828,"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,30,0,0.0
8829,Never Stop,Future,65,8,0.0215633423180593
8830,Never Surrender,Corey Hart,3,0,0.0
8831,Never Tear Us Apart,INXS,7,0,0.0
8832,Never There,Cake,78,0,0.0
8833,Never Thought (That I Could Love),Dan Hill,45,0,0.0
8834,Never Thought I'd Fall In Love,The Spinners,95,0,0.0
8835,Never Too Busy,Kenny Lattimore,89,0,0.0
8836,Never Too Far/Hero Medley,Mariah Carey,81,0,0.0
8837,Never Too Late,Three Days Grace,71,0,0.0
8838,Never Too Much,Luther Vandross,33,0,0.0
8839,Never Wanted Nothing More,Kenny Chesney,32,0,0.0
8840,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,4,0.025806451612903226
8841,Never Would Have Made It,Marvin Sapp,85,0,0.0
8842,"Never, Never Gonna Give You Up",Lisa Stansfield,74,0,0.0
8843,Neverita,Bad Bunny,31,0,0.0
8844,Nevermind,Dennis Lloyd,90,0,0.0
8845,New Again,Kanye West,68,0,0.0
8846,"New Age Girl (From ""Dumb And Dumber"")",Deadeye Dick,27,0,0.0
8847,New Americana,Halsey,64,0,0.0
8848,New Attitude,Patti LaBelle,17,0,0.0
8849,New Day,Patti LaBelle,95,0,0.0
8850,New Day For You,Basia,59,2,0.0196078431372549
8851,New Divide,Linkin Park,6,0,0.0
8852,New Flame,Chris Brown Featuring Usher & Rick Ross,27,0,0.0
8853,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,34,0.08994708994708994
8854,New Frontier,Donald Fagen,70,0,0.0
8855,New Girl Now,Honeymoon Suite,59,0,0.0
8856,New God Flow,Pusha T Kanye West,89,5,0.010660980810234541
8857,New Level,A$AP Ferg Featuring Future,90,6,0.010638297872340425
8858,New Moon On Monday,Duran Duran,10,0,0.0
8859,New Patek,Lil Uzi Vert,38,68,0.07288317256162916
8860,New Power Generation,Prince,64,0,0.0
8861,New Romance (It's A Mystery),Spider,39,0,0.0
8862,New Romantics,Taylor Swift,46,0,0.0
8863,New Romantics (Taylor's Version),Taylor Swift,92,0,0.0
8864,New Rules,Dua Lipa,6,0,0.0
8865,New Sensation,INXS,4,0,0.0
8866,New Slaves,Kanye West,90,14,0.04093567251461988
8867,New Song,Howard Jones,27,0,0.0
8868,New Soul,Yael Naim,9,0,0.0
8869,New Thing,Enuff Z'Nuff,67,0,0.0
8870,New Truck,Dylan Scott,66,0,0.0
8871,New World Man,Rush,21,0,0.0
8872,New Year's Day,U2,53,0,0.0
8873,New York Minute,Don Henley,48,0,0.0
8874,Next Girl,Carly Pearce,96,1,0.006369426751592357
8875,Next Love,Deniece Williams,81,0,0.0
8876,Next Thing You Know,Jordan Davis,28,0,0.0
8877,Next Time You'll Know,Sister Sledge,82,0,0.0
8878,Next To Me,Emeli Sande,28,0,0.0
8879,Next To You,Chris Brown Featuring Justin Bieber,26,0,0.0
8880,Next To You,Mike Jones,74,0,0.0
8881,Ni Una Sola Palabra,Paulina Rubio,98,0,0.0
8882,Ni**as in Paris,Jay Z Kanye West,6,26,0.08150470219435736
8883,Niagara Falls,Chicago,91,6,0.06382978723404255
8884,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",27,4,0.011461318051575931
8885,Nice & Slow,Usher,1,0,0.0
8886,Nice 'N' Slow,Freddie Jackson,62,0,0.0
8887,Nice For What,Drake,1,5,0.015105740181268883
8888,Nice Girls,Eye To Eye,37,0,0.0
8889,Nice Guy,Eminem & Jessie Reyez,65,21,0.09210526315789473
8890,Nice To Meet Ya,Meghan Trainor Featuring Nicki Minaj,89,1,0.003389830508474576
8891,Nice To Meet Ya,Niall Horan,63,0,0.0
8892,Nicety,Michel'le,29,0,0.0
8893,Nick Of Time,Bonnie Raitt,93,0,0.0
8894,Night Changes,One Direction,31,0,0.0
8895,Night In My Veins,Pretenders,71,0,0.0
8896,Night Moves,Marilyn Martin,30,0,0.0
8897,Night Of Your Life,David Guetta Featuring Jennifer Hudson,81,0,0.0
8898,Night Pulse,Double Image,92,0,0.0
8899,Night Shift,Jon Pardi,59,0,0.0
8900,Night Shift,Quarterflash,60,0,0.0
8901,Night Train,Jason Aldean,30,0,0.0
8902,Night's On Fire,David Nail,88,0,0.0
8903,Nightbird,Stevie Nicks,33,0,0.0
8904,Nightgown,Candyman,92,0,0.0
8905,Nightime,Pretty Poison,36,0,0.0
8906,Nightmare,Avenged Sevenfold,51,3,0.014492753623188406
8907,Nightmare,Halsey,29,12,0.05042016806722689
8908,Nightmare,Offset & Metro Boomin,100,3,0.011583011583011582
8909,Nightrain,Guns N' Roses,97,1,0.006172839506172839
8910,Nights Like This,Kehlani Featuring Ty Dolla $ign,72,1,0.004484304932735426
8911,Nightshift,Commodores,4,0,0.0
8912,Nightwalker,Gino Vannelli,41,0,0.0
8913,Nikita,Elton John,7,0,0.0
8914,Nine Ball,Zach Bryan,54,2,0.014492753623188406
8915,Nine In The Afternoon,Panic! At The Disco,51,0,0.0
8916,Ninety Nine [Flash The Message],John Forte,62,3,0.009966777408637873
8917,Nite And Day,Al B. Sure!,7,0,0.0
8918,No,Meghan Trainor,3,0,0.0
8919,No Air,Jordin Sparks Duet With Chris Brown,3,0,0.0
8920,No Auto,Lil Uzi Vert Featuring Lil Durk,76,4,0.017699115044247787
8921,No Better Love,Young Gunz Featuring Rell,36,6,0.022988505747126436
8922,No Big Deal,Love And Rockets,84,0,0.0
8923,"No Body, No Crime",Taylor Swift Featuring HAIM,97,0,0.0
8924,No Boundaries,Adam Lambert,72,0,0.0
8925,No Boundaries,Kris Allen,11,0,0.0
8926,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",11,3,0.006711409395973154
8927,No Bystanders,Travis Scott,31,54,0.12735849056603774
8928,No Cap,Future & Young Thug,62,11,0.046218487394957986
8929,No Child Left Behind,Kanye West,53,0,0.0
8930,No Complaints,Metro Boomin Featuring Offset & Drake,77,20,0.05730659025787966
8931,No Deal,Rod Wave,71,8,0.03225806451612903
8932,No Diggity,BLACKstreet (Featuring Dr. Dre),1,1,0.002257336343115124
8933,No Doubt About It,Neal McCoy,75,0,0.0
8934,No Dribble,DaBaby x Stunna 4 Vegas,92,22,0.05527638190954774
8935,No Easy Way Out,Robert Tepper,22,0,0.0
8936,No Excuses,Meghan Trainor,46,0,0.0
8937,No Favors,Big Sean Featuring Eminem,63,19,0.03356890459363958
8938,No Flex Zone,Rae Sremmurd,36,4,0.012861736334405145
8939,No Fool No More,En Vogue,57,0,0.0
8940,No Frauds,"Nicki Minaj, Drake & Lil Wayne",14,16,0.04371584699453552
8941,No Friends In The Industry,Drake,22,9,0.025714285714285714
8942,No Frills Love,Jennifer Holliday,87,0,0.0
8943,No Guidance,Chris Brown Featuring Drake,5,9,0.02702702702702703
8944,"No Guns, No Murder",Rayvon,95,0,0.0
8945,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,14,15,0.034482758620689655
8946,No Heart,21 Savage & Metro Boomin,43,16,0.04892966360856269
8947,No Hurry,Zac Brown Band,51,1,0.008264462809917356
8948,No Idea,Don Toliver,58,0,0.0
8949,No Interviews,Lil Durk,30,14,0.03954802259887006
8950,No Leaf Clover,Metallica,74,0,0.0
8951,No Letting Go,Wayne Wonder,11,0,0.0
8952,No Lie,2 Chainz Featuring Drake,24,19,0.04491725768321513
8953,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5,38,0.07495069033530571
8954,No Limit,Usher Featuring Young Thug,33,3,0.00949367088607595
8955,No Long Talk,Drake Featuring Giggs,76,5,0.019083969465648856
8956,No Lookin' Back,Michael McDonald,34,0,0.0
8957,No Love,August Alsina,69,2,0.005763688760806916
8958,No Love,Eminem Featuring Lil Wayne,37,26,0.05555555555555555
8959,No Love,Summer Walker & SZA,13,19,0.08520179372197309
8960,No Matta What (Party All Night),Toya,86,0,0.0
8961,No Matter What,T.I.,72,1,0.0026954177897574125
8962,No Matter What They Say,Lil' Kim,65,2,0.00468384074941452
8963,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",73,0,0.0
8964,No Me Doy Por Vencido,Luis Fonsi,92,0,0.0
8965,No Mediocre,T.I. Featuring Iggy Azalea,33,43,0.11977715877437325
8966,No Mercy,Ty Herndon,92,0,0.0
8967,No Mistakes,Patty Smyth,34,0,0.0
8968,No Money,Galantis,88,0,0.0
8969,No More,Ruff Endz,7,0,0.0
8970,"No More ""I Love You's""",Annie Lennox,23,0,0.0
8971,No More (Baby I'ma Do Right),3LW,23,0,0.0
8972,No More Drama,Mary J. Blige,16,0,0.0
8973,No More Games,Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.,92,0,0.0
8974,No More Lies,Michel'le,7,4,0.04597701149425287
8975,No More Lonely Nights,Paul McCartney,6,0,0.0
8976,No More Parties,Coi Leray Featuring Lil Durk,26,15,0.04424778761061947
8977,No More Rain (In This Cloud),Angie Stone,60,0,0.0
8978,No More Rhyme,Debbie Gibson,17,0,0.0
8979,No More Talk,Yeat,77,50,0.14285714285714285
8980,No More Tears,Ozzy Osbourne,71,0,0.0
8981,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,24,0,0.0
8982,No More Words,Berlin,23,0,0.0
8983,No Myth,Michael Penn,13,1,0.010416666666666666
8984,No Name,NF,82,0,0.0
8985,No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",42,27,0.0533596837944664
8986,No Night So Long,Dionne Warwick,23,0,0.0
8987,No One,Alicia Keys,1,0,0.0
8988,No One Can Love You More Than Me,Melissa Manchester,79,0,0.0
8989,No One Else,Total,22,1,0.004201680672268907
8990,No One Else On Earth,Wynonna,84,0,0.0
8991,No One In The World,Anita Baker,44,0,0.0
8992,No One Is To Blame,Howard Jones,4,0,0.0
8993,No One Knows,Queens Of The Stone Age,52,0,0.0
8994,No One Like You,Scorpions,65,0,0.0
8995,No One's Gonna Change You,Reina,96,0,0.0
8996,No Ordinary Love,Sade,28,0,0.0
8997,No Parking (On The Dance Floor),Midnight Star,83,0,0.0
8998,No Pigeons,Sporty Thievz Featuring Mr. Woods,12,13,0.02981651376146789
8999,No Place That Far,Sara Evans,37,0,0.0
9000,No Pressure,Justin Bieber Featuring Big Sean,74,0,0.0
9001,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,46,12,0.02708803611738149
9002,No Problem,Lil Scrappy,29,19,0.0778688524590164
9003,No Promises,A Boogie Wit da Hoodie,93,20,0.06622516556291391
9004,No Promises,Cheat Codes Featuring Demi Lovato,41,0,0.0
9005,No Promises,Icehouse,80,0,0.0
9006,No Rain,Blind Melon,20,0,0.0
9007,No Regrets,Eminem Featuring Don Toliver,84,16,0.04481792717086835
9008,No Reply At All,Genesis,29,0,0.0
9009,No Return,Polo G Featuring The Kid LAROI & Lil Durk,72,12,0.04054054054054054
9010,No Role Modelz,J. Cole,37,10,0.02403846153846154
9011,No Roots,Alice Merton,84,0,0.0
9012,No Scrubs,TLC,1,2,0.005509641873278237
9013,No Se Va,Grupo Frontera,57,0,0.0
9014,No Secret,DJ Khaled Featuring Drake,78,0,0.0
